BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Biomaterial_provider	Strain	Breed	Cultivar	run (run)	actual_read_length (run)	total_bases (run)
PRJNA339911	SRR5460223	WGS	300	36203596500	SAMN06756412	18730170688	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748238	Illumina HiSeq 2000	wHAXPI021959-35	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_female_6	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	31	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	11006376050620
PRJNA339911	SRR5460224	WGS	300	23016158700	SAMN06756408	11760230726	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748239	Illumina HiSeq 2000	wHAXPI021960-37	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_male_7	SRP104331	Model organism or animal	male	blood	not applicable	missing	adult	not applicable	27	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	6997219126916
PRJNA339911	SRR5460225	WGS	300	21038315100	SAMN06756413	10525036767	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748240	Illumina HiSeq 2000	wHAXPI021961-46	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_female_7	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	32	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	6395928301268
PRJNA339911	SRR5460226	WGS	300	24530847900	SAMN06756409	12264140902	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748241	Illumina HiSeq 2000	wHAXPI021962-48	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_male_8	SRP104331	Model organism or animal	male	blood	not applicable	missing	adult	not applicable	28	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	7457704839572
PRJNA339911	SRR5460227	WGS	300	22825065900	SAMN06756414	11450677955	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748242	Illumina HiSeq 2000	wHAXPI021963-51	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_female_8	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	33	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	6939124367812
PRJNA339911	SRR5460228	WGS	300	22919004900	SAMN06756410	11384598622	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748243	Illumina HiSeq 2000	wHAXPI021964-52	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_male_9	SRP104331	Model organism or animal	male	blood	not applicable	missing	adult	not applicable	29	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	6967683076332
PRJNA339911	SRR5460229	WGS	300	27807596700	SAMN06756415	13878231855	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748244	Illumina HiSeq 2000	wHAXPI021965-53	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_female_9	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	34	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	8453880164756
PRJNA339911	SRR5460230	WGS	300	25530006000	SAMN06756411	12669877893	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748245	Illumina HiSeq 2000	wHAXPI021966-55	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_male_10	SRP104331	Model organism or animal	male	blood	not applicable	missing	adult	not applicable	30	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	7761462224080
PRJNA339911	SRR5460231	WGS	300	22522253100	SAMN06756416	11210209527	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748246	Illumina HiSeq 2000	wHAXPI021967-57	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_female_10	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	35	not applicable	not applicable	not applicable	FCH3LLKBBXX	151	6847065239108
PRJNA339911	SRR5460233	WGS	300	25431708900	SAMN06756419	12988540836	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748248	Illumina HiSeq 2000	wHAXPI021973-63	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_male_8	SRP104331	Model organism or animal	male	blood	not applicable	missing	young	not applicable	38	not applicable	not applicable	not applicable	FCH3LGMBBXX	151	7731578595052
PRJNA339911	SRR5460234	WGS	300	23889396000	SAMN06756405	12202425565	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748249	Illumina HiSeq 2000	wHAXPI021974-66	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_female_9	SRP104331	Model organism or animal	female	blood	not applicable	missing	young	not applicable	24	not applicable	not applicable	not applicable	FCH3LGMBBXX	151	7262694909280
PRJNA339911	SRR5460235	WGS	300	21791310300	SAMN06756420	11112307505	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748250	Illumina HiSeq 2000	wHAXPI021975-67	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_male_9	SRP104331	Model organism or animal	male	blood	not applicable	missing	young	not applicable	39	not applicable	not applicable	not applicable	FCH3LGMBBXX	151	6624848882004
PRJNA339911	SRR5460236	WGS	300	22784762700	SAMN06756406	11602939595	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748251	Illumina HiSeq 2000	wHAXPI021976-68	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_female_10	SRP104331	Model organism or animal	female	blood	not applicable	missing	young	not applicable	25	not applicable	not applicable	not applicable	FCH3LGMBBXX	151	6926871657636
PRJNA339911	SRR5460237	WGS	300	23415821100	SAMN06756421	11879325913	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748252	Illumina HiSeq 2000	wHAXPI021977-70	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_male_10	SRP104331	Model organism or animal	male	blood	not applicable	missing	young	not applicable	40	not applicable	not applicable	not applicable	FCH3LGMBBXX	151	7118721825348
PRJNA339911	SRR6974327	WGS	300	38353153800	SAMN08892728	16880601817	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915997	HiSeq X Ten	wHAIPI066818-62	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262550_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	16	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974328	WGS	300	24203873700	SAMN08892727	10883787344	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915996	HiSeq X Ten	WHAIPI003139-45	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262536_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	15	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974329	WGS	300	24125112600	SAMN08892730	10776379183	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915995	HiSeq X Ten	WHAIPI003142-50	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262576_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	18	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974330	WGS	300	24170038200	SAMN08892729	10815346575	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915994	HiSeq X Ten	WHAIPI003141-47	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262575_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	17	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974332	WGS	300	22900048800	SAMN08892723	10198287769	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915992	HiSeq X Ten	WHAIPI002175-45	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_L_59163_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	11	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974333	WGS	300	26515362000	SAMN08892726	12072012704	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915991	HiSeq X Ten	WHAIPI003138-44	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262530_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	14	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974334	WGS	300	30710747100	SAMN08892725	14032545326	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915990	HiSeq X Ten	WHAIPI003152-43	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262526_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	13	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974335	WGS	300	23792355600	SAMN08892732	10707201482	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915989	HiSeq X Ten	WHAIPI003144-57	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262578_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	20	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974336	WGS	300	21902832900	SAMN08892731	9970079728	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915988	HiSeq X Ten	WHAIPI003143-56	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262577_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	19	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974337	WGS	300	25180663200	SAMN08892743	11643106709	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915987	HiSeq X Ten	WHAIPI002160-25	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_wu_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	31	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974338	WGS	300	24988704000	SAMN08892722	11134908950	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915986	HiSeq X Ten	WHAIPI002172-42	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_L_107398_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	10	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974339	WGS	300	26368931100	SAMN08892721	11796465578	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915985	HiSeq X Ten	WHAIPI002174-44	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_L_107374_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	9	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974340	WGS	300	25375364400	SAMN08892720	11091470731	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915984	HiSeq X Ten	WHAIPI002173-43	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_L_107372_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	8	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974341	WGS	300	25265810100	SAMN08892719	11405271752	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915983	HiSeq X Ten	WHAIPI002176-46	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_L_107363_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	7	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974342	WGS	300	21820262700	SAMN08892718	10112717689	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915982	HiSeq X Ten	WHAIPI002166-34	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_E_89270_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	6	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974343	WGS	300	29769724800	SAMN08892717	13158515604	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915981	HiSeq X Ten	WHAIPI002171-41	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_E_59181_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	5	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974344	WGS	300	25416245100	SAMN08892716	11703313641	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915980	HiSeq X Ten	WHAIPI002167-35	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_E_59180_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	4	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974345	WGS	300	24189367200	SAMN08892715	10760765466	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915979	HiSeq X Ten	WHAIPI002170-40	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_Egg_59179_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	3	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974346	WGS	300	25376164200	SAMN08892714	11444256884	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915978	HiSeq X Ten	WHAIPI002169-39	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_Egg_59172_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	2	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974347	WGS	300	25655201100	SAMN08892713	11551217737	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915977	HiSeq X Ten	WHAIPI002168-37	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	eggquail_Egg_117283_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	1	egg_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974348	WGS	300	22689139200	SAMN08892741	10560810906	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915976	HiSeq X Ten	WHAIPI002162-27	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_8646_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	29	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974349	WGS	300	25120607700	SAMN08892742	11719341973	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915975	HiSeq X Ten	WHAIPI002161-26	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_8648_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	30	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974350	WGS	300	23383150200	SAMN08892733	10484161481	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915974	HiSeq X Ten	WHAIPI003145-64	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262587_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	21	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974351	WGS	300	22726763400	SAMN08892734	10310763085	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915973	HiSeq X Ten	WHAIPI002158-23	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_1603_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	22	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974352	WGS	300	25353056700	SAMN08892735	11637888698	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915972	HiSeq X Ten	WHAIPI002157-22	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_1604_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	23	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974353	WGS	300	24196313400	SAMN08892736	11101918868	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915971	HiSeq X Ten	WHAIPI002156-21	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_1606_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	24	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974354	WGS	300	23224972500	SAMN08892737	10707257719	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915970	HiSeq X Ten	WHAIPI002159-24	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_1614_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	25	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974355	WGS	300	25740976800	SAMN08892738	12015338848	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915969	HiSeq X Ten	WHAIPI002163-31	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_8601_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	26	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974356	WGS	300	23300957100	SAMN08892739	10684606806	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915968	HiSeq X Ten	WHAIPI002164-32	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_8607_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	27	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR6974331	WGS	300	27094186800	SAMN08892724	12099419977	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915993	HiSeq X Ten	WHAIPI003137-42	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	meatquail_1262522_F_new	SRP104331	Model organism or animal	female	blood	not applicable	not applicable	not applicable	not applicable	12	meat_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR5460176	WGS	180	22108258440	SAMN06756395	14693402195	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748191	Illumina HiSeq 2000	wHAIPI012750-45	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_marron_female_4	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	14	not applicable	not applicable	not applicable	FCC5W5GACXX	91	4068410847592
PRJNA339911	SRR6974357	WGS	300	24662508600	SAMN08892740	11324511262	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3915967	HiSeq X Ten	WHAIPI002165-33	PAIRED	RANDOM	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	wildquail_8609_M_new	SRP104331	Model organism or animal	male	blood	not applicable	not applicable	not applicable	not applicable	28	wild_type	not applicable	not applicable	NA	NA	NA
PRJNA339911	SRR5460232	WGS	300	24106632300	SAMN06756404	12359666264	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748247	Illumina HiSeq 2000	wHAXPI021972-62	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_yellow_female_8	SRP104331	Model organism or animal	female	blood	not applicable	missing	young	not applicable	23	not applicable	not applicable	not applicable	FCH3LGMBBXX	151	7328737640964
PRJNA339911	SRR5460208	WGS	180	3500433720	SAMN06756435	2191744689	BGI	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2748223	Illumina HiSeq 2000	WHAIPI002167-35	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_egg_female_4	SRP104331	Model organism or animal	female	blood	not applicable	missing	adult	not applicable	54	not applicable	not applicable	not applicable	FCC3NKBACXX	91	644157591896
PRJNA339911	SRR5460205	WGS	180	3555250380	SAMN06756428	2218692350	BGI	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX2748220	Illumina HiSeq 2000	WHAIPI002164-32	PAIRED	other	GENOMIC	Coturnix_japonica	ILLUMINA	2018-04-10T00:00:00Z	Coturnix japonica_wild_male_2	SRP104331	Model organism or animal	male	blood	not applicable	missing	adult	not applicable	47	not applicable	not applicable	not applicable	FCC3NKBACXX	91	654245075484
