BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Biomaterial_provider	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	collected_by	lat_lon	Specimen_voucher	sub_species
PRJNA406821	SRR6032940	WGS	202	931887004	SAMN07637275	532131112	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182903	Illumina HiSeq 2500	UWBM62061_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_occidentalis	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:62061	SRP117279	Model organism or animal	unknown	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1994-06	USA	North America	USA: Sequoia Kings Canyon National Park\, Tulare County\, California	G. Eberlein	36.5118437 N 118.6873626 W	UWBM:ORN:62061	occidentalis
PRJNA406821	SRR6032941	WGS	300	1417539300	SAMN07637312	838160570	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182902	Illumina HiSeq 2500	MEF404_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92981	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-07-29	USA	North America	USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	J. P. Dumbacher	41.8554725647 N 122.2777786255 W	CAS:ORN:92981	NA
PRJNA406821	SRR6032943	WGS	300	511263900	SAMN07637269	306388847	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182900	Illumina HiSeq 2500	LCW491_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97049	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2009-12-03	USA	North America	USA: Substation 4851\, Green Diamond Resources\, Humboldt County\, California	Lowell V. Diller	40.7908748163 N 123.8809931975 W	CAS:ORN:97049	NA
PRJNA406821	SRR6032945	WGS	300	1324529700	SAMN07637312	801002101	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182898	Illumina HiSeq 2500	MEF404_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92981	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-07-29	USA	North America	USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	J. P. Dumbacher	41.8554725647 N 122.2777786255 W	CAS:ORN:92981	NA
PRJNA406821	SRR6032946	WGS	300	1323066300	SAMN07637312	799381417	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182897	Illumina HiSeq 2500	MEF404_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92981	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-07-29	USA	North America	USA: Chandler Glade\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	J. P. Dumbacher	41.8554725647 N 122.2777786255 W	CAS:ORN:92981	NA
PRJNA406821	SRR6032949	WGS	300	382620900	SAMN07637268	225567635	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182894	Illumina HiSeq 2500	LCW443_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97052	SRP117279	Model organism or animal	male	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2010-08-23	USA	North America	USA: Bald Mtn Creek\, Green Diamond Resources\, Humboldt County\, California	Lowell V. Diller	40.8976875179 N 123.9200782135 W	CAS:ORN:97052	NA
PRJNA406821	SRR6032951	WGS	202	1859015292	SAMN07637259	1047265574	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182892	Illumina HiSeq 2500	CMCB40819_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia_varia	ILLUMINA	2019-03-25T00:00:00Z	CMC:ORNI-T:B40819	SRP117279	Model organism or animal	unknown	missing	not applicable	missing	Genomic Resource Collection\, Cincinnati Museum Center\, Cincinnati\, Ohio\, United States of America	2008-03-29	USA	North America	USA: New Hope Town Road\, Otway\, Scioto County\, Ohio	Cindy Alverson	38.86639 N 83.1875 W	NA	varia
PRJNA406821	SRR6032955	WGS	300	1349327100	SAMN07637293	818334965	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182888	Illumina HiSeq 2500	ZRH962_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_x_Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98171	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2014-03-26	USA	North America	USA: 40.9979662\, -123.7329577\, WGS84\, Supply Creek\, 2600 ft\, 4.5 mi SW of Hoopa + 1.7 mi N of Buck Buttes\, Hoopa Valley Indian Reservation\, Humboldt County\, California	NA	40.9979662037613 N 123.732957735124 W	CAS:ORN:98171	NA
PRJNA406821	SRR6032957	WGS	202	1442858124	SAMN07637294	852643089	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182886	Illumina HiSeq 2500	ASG007_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:92982	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2005-07-29	USA	North America	USA: Chandler Glade.\, 41.8554725647\, -122.2777786255\, 1774.0 m\, Klamath National Forest\, Siskiyou County\, California	J. P. Dumbacher	41.8554725647 N 122.2777786255 W	CAS:ORN:92982	NA
PRJNA406821	SRR6032959	WGS	202	1990449824	SAMN07637258	1138577068	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182884	Illumina HiSeq 2500	CAS87569_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:87569	SRP117279	Model organism or animal	female	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	1998	USA	North America	"USA: Road to Lake Berryessa"" (Silverado Trail Road)\, Napa County\, California"	Silverado Veterinary Hospital	38.48178 N 122.39783 W	CAS:ORN:87569	caurina
PRJNA406821	SRR6032961	WGS	300	224220300	SAMN07637265	132501653	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182882	Illumina HiSeq 2500	Hoopa20018_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97816	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-30	USA	North America	USA: UTM zone 10\, NAD83\, 444059E 4548031N\, Territory #2062\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.08335 N 123.66711 W	CAS:ORN:97816	NA
PRJNA406821	SRR6032963	WGS	300	362835900	SAMN07637263	218537335	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182880	Illumina HiSeq 2500	Hoopa20014_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97822	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-30	USA	North America	USA: UTM zone 10\, NAD83\, 444164E 4555296N\, Territory #2037\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.1488 N 123.66652 W	CAS:ORN:97822	NA
PRJNA406821	SRR6032965	WGS	300	198538200	SAMN07637262	117258326	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182878	Illumina HiSeq 2500	Hoopa20011_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97818	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-23	USA	North America	USA: UTM zone 10\, NAD83\, 436085E 4550786N\, Territory #2026\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.10758 N 123.76232 W	CAS:ORN:97818	NA
PRJNA406821	SRR6032967	WGS	300	307433100	SAMN07637264	191931847	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182876	Illumina HiSeq 2500	Hoopa20017_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97820	SRP117279	Model organism or animal	male	liver	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2013-10-30	USA	North America	USA: UTM zone 10\, NAD83\, 443278E 4552069N\, Territory #2061\, Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.11967 N 123.67678 W	CAS:ORN:97820	NA
PRJNA406821	SRR6032972	WGS	300	583242600	SAMN07637281	345876128	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182871	Illumina HiSeq 2500	UWBM79049_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79049	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1993-07-21	USA	North America	USA: Ranger Station Road\, Marblemount\, Skagit County\, Washington	C. White	48.527619 N 121.4495729 W	UWBM:ORN:79049	NA
PRJNA406821	SRR6032974	WGS	300	609449400	SAMN07637282	364891652	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182869	Illumina HiSeq 2500	UWBM79141_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79141	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1996-11-13	USA	North America	USA: Elger Bay Road\, Camano Island\, Island County\, Washington	S. Murphy	48.151558 N 122.472524 W	UWBM:ORN:79141	NA
PRJNA406821	SRR6032975	WGS	300	19244400	SAMN07637284	11749762	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182868	Illumina HiSeq 2500	UWBM91380_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91380	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-04	USA	North America	USA: UTM 10T 498262 4745180\, T31S R3W Section 23\, Douglas County\, Oregon	Wise\, Stegmeier	42.85920353 N 123.0212745 W	UWBM:ORN:91380	caurina
PRJNA406821	SRR6032977	WGS	300	41478600	SAMN07637286	25456385	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182866	Illumina HiSeq 2500	UWBM91392_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91392	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-09	USA	North America	USA: UTM 10T 581318 4890110\, White Branch Creek\, 4 mi SE Belknap Springs\, Lane County\, Oregon	A. Smoluk	44.15966825 N 121.9830028 W	UWBM:ORN:91392	caurina
PRJNA406821	SRR6032980	WGS	300	41002500	SAMN07637286	24786729	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182863	Illumina HiSeq 2500	UWBM91392_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91392	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-09	USA	North America	USA: UTM 10T 581318 4890110\, White Branch Creek\, 4 mi SE Belknap Springs\, Lane County\, Oregon	A. Smoluk	44.15966825 N 121.9830028 W	UWBM:ORN:91392	caurina
PRJNA406821	SRR6032981	WGS	300	613566900	SAMN07637277	369846590	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182983	Illumina HiSeq 2500	UWBM67015_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:67015	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1997-08-02	USA	North America	USA: Camano Island\, Island County\, Washington	S. Murphy	48.1914867 N 122.5151585 W	UWBM:ORN:67015	NA
PRJNA406821	SRR6032982	WGS	300	272210100	SAMN07637276	161906900	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182982	Illumina HiSeq 2500	UWBM65055_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:65055	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1994-07-06	USA	North America	USA: 1.5 mi N\, 7 mi E Newhalem\, Whatcom County\, Washington	R. Racine	48.6954446 N 121.0943863 W	UWBM:ORN:65055	NA
PRJNA406821	SRR6032983	WGS	300	294814500	SAMN07637276	176937439	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182981	Illumina HiSeq 2500	UWBM65055_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:65055	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1994-07-06	USA	North America	USA: 1.5 mi N\, 7 mi E Newhalem\, Whatcom County\, Washington	R. Racine	48.6954446 N 121.0943863 W	UWBM:ORN:65055	NA
PRJNA406821	SRR6032985	WGS	300	176644800	SAMN07637274	107462037	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182979	Illumina HiSeq 2500	UWBM53433_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:53433	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1995-07-18	USA	North America	USA: Deadwood\, Lane County\, Oregon	Pete Loschl	44.0956754 N 123.7634388 W	UWBM:ORN:53433	caurina
PRJNA406821	SRR6032986	WGS	300	164727900	SAMN07637274	100743897	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182978	Illumina HiSeq 2500	UWBM53433_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:53433	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1995-07-18	USA	North America	USA: Deadwood\, Lane County\, Oregon	Pete Loschl	44.0956754 N 123.7634388 W	UWBM:ORN:53433	caurina
PRJNA406821	SRR6032988	WGS	300	1419021300	SAMN07637273	835422910	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182976	Illumina HiSeq 2500	NSO168709365_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99425	SRP117279	Model organism or animal	male	blood	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-28	USA	North America	USA: Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.0753551295961 N 123.5924315 W	CAS:ORN:99425	caurina
PRJNA406821	SRR6032989	WGS	300	1313816100	SAMN07637273	790462855	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182975	Illumina HiSeq 2500	NSO168709365_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99425	SRP117279	Model organism or animal	male	blood	not applicable	adult	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-28	USA	North America	USA: Hoopa Valley Indian Reservation\, Humboldt County\, California	J. Mark Higley	41.0753551295961 N 123.5924315 W	CAS:ORN:99425	caurina
PRJNA406821	SRR6032991	WGS	300	286713000	SAMN07637287	174881048	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182973	Illumina HiSeq 2500	UWBM91393_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91393	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-12	USA	North America	USA: Quentin Creek\, UTM 10T 562274 7903728\, T15S R5E Section 4\, Linn County\, Oregon	R. Claremont\, A. Smoluk\, S. Ackers	44.2914 N 122.2166 W	UWBM:ORN:91393	caurina
PRJNA406821	SRR6032993	WGS	300	268948200	SAMN07637287	165468897	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182971	Illumina HiSeq 2500	UWBM91393_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91393	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-12	USA	North America	USA: Quentin Creek\, UTM 10T 562274 7903728\, T15S R5E Section 4\, Linn County\, Oregon	R. Claremont\, A. Smoluk\, S. Ackers	44.2914 N 122.2166 W	UWBM:ORN:91393	caurina
PRJNA406821	SRR6032994	WGS	300	267660000	SAMN07637287	164522802	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182970	Illumina HiSeq 2500	UWBM91393_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_occidentalis_caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91393	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2008-06-12	USA	North America	USA: Quentin Creek\, UTM 10T 562274 7903728\, T15S R5E Section 4\, Linn County\, Oregon	R. Claremont\, A. Smoluk\, S. Ackers	44.2914 N 122.2166 W	UWBM:ORN:91393	caurina
PRJNA406821	SRR6032996	WGS	300	2730310800	SAMN07637291	1585243483	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182968	Illumina HiSeq 2500	ZRH604_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99315	SRP117279	Model organism or animal	male	blood	Oroville	adult	Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-22	USA	North America	USA: Toledo\, Lewis County\, Washington	Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington	NA	CAS:ORN:99315	NA
PRJNA406821	SRR6032999	WGS	300	2846583900	SAMN07637291	1639079298	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182965	Illumina HiSeq 2500	ZRH604_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99315	SRP117279	Model organism or animal	male	blood	Oroville	adult	Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2011-07-22	USA	North America	USA: Toledo\, Lewis County\, Washington	Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington	NA	CAS:ORN:99315	NA
PRJNA406821	SRR6033001	WGS	300	561923400	SAMN07637281	336094004	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182963	Illumina HiSeq 2500	UWBM79049_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79049	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1993-07-21	USA	North America	USA: Ranger Station Road\, Marblemount\, Skagit County\, Washington	C. White	48.527619 N 121.4495729 W	UWBM:ORN:79049	NA
PRJNA406821	SRR6033003	WGS	300	612261900	SAMN07637277	368781576	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182961	Illumina HiSeq 2500	UWBM67015_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:67015	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1997-08-02	USA	North America	USA: Camano Island\, Island County\, Washington	S. Murphy	48.1914867 N 122.5151585 W	UWBM:ORN:67015	NA
PRJNA406821	SRR6033005	WGS	300	384189300	SAMN07637278	228557707	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182959	Illumina HiSeq 2500	UWBM74078_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:74078	SRP117279	Model organism or animal	male	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	2000-11-14	USA	North America	USA: Alger-Cain KK Road\, Alger\, Skagit County\, Washington	NA	48.62875 N 122.318707 W	UWBM:ORN:74078	NA
PRJNA406821	SRR6033009	WGS	300	58082700	SAMN07637280	35051326	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182955	Illumina HiSeq 2500	UWBM79007_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79007	SRP117279	Model organism or animal	female	missing	not applicable	missing	Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America	1990-07-16	USA	North America	USA: 9 mi N\, 7 mi E Mount Baker summit\, 700 m\, Whatcom County\, Washington	S. A. Rohwer	48.9075872 N 121.6599266 W	UWBM:ORN:79007	NA
PRJNA406821	SRR6033011	WGS	300	1639683000	SAMN07637315	988946219	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182953	Illumina HiSeq 2500	MK1012_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97175	SRP117279	Model organism or animal	female	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-10	USA	North America	USA: East Bear Wallow\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8138433333 N 122.1772344444 W	CAS:ORN:97175	NA
PRJNA406821	SRR6033013	WGS	300	1702627200	SAMN07637315	1015559787	UNIVERSITY OF CALIFORNIA, BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3182951	Illumina HiSeq 2500	MK1012_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix_varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97175	SRP117279	Model organism or animal	female	liver	not applicable	missing	Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America	2006-08-10	USA	North America	USA: East Bear Wallow\, Chandler Glade\, Goosenest Ranger District\, Klamath National Forest\, Siskiyou County\, California	B. Woodbridge	41.8138433333 N 122.1772344444 W	CAS:ORN:97175	NA
