BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Label	body_site	pathovar	use_species
PRJNA192205	SRR1368293	WGS	200	12315903800	SAMN02843222	8791679028	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX581052	Illumina HiSeq 2000	IRL_Lm_R05	PAIRED	PCR	GENOMIC	Corvus_frugilegus	ILLUMINA	2014-06-10T00:00:00Z	IRL_Lm_R05	SRP022901	Model organism or animal	male	2010	Ireland	Europe	Ireland: Lough_Money_Farm\,Belfast	IRL_Lm_R05	blood	blood	1
PRJNA192205	SRR1368309	WGS	200	2749493200	SAMN02843223	2021787820	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX581055	Illumina HiSeq 2000	IRL_Lm_R01	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2014-06-10T00:00:00Z	IRL_Lm_R01	SRP022901	Model organism or animal	male	2010	Ireland	Europe	Ireland: Lough_Money_Farm\,Belfast	IRL_Lm_R01	blood	blood	1
PRJNA192205	SRR1368322	WGS	200	2730682800	SAMN02843223	2009160197	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX581055	Illumina HiSeq 2000	IRL_Lm_R01	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2014-06-10T00:00:00Z	IRL_Lm_R01	SRP022901	Model organism or animal	male	2010	Ireland	Europe	Ireland: Lough_Money_Farm\,Belfast	IRL_Lm_R01	blood	blood	1
PRJNA192205	SRR1368329	WGS	200	2812023200	SAMN02843223	2040093888	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX581055	Illumina HiSeq 2000	IRL_Lm_R01	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2014-06-10T00:00:00Z	IRL_Lm_R01	SRP022901	Model organism or animal	male	2010	Ireland	Europe	Ireland: Lough_Money_Farm\,Belfast	IRL_Lm_R01	blood	blood	1
PRJNA192205	SRR1368330	WGS	200	2806888400	SAMN02843223	2031536454	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX581055	Illumina HiSeq 2000	IRL_Lm_R01	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2014-06-10T00:00:00Z	IRL_Lm_R01	SRP022901	Model organism or animal	male	2010	Ireland	Europe	Ireland: Lough_Money_Farm\,Belfast	IRL_Lm_R01	blood	blood	1
PRJNA192205	SRR1368331	WGS	200	1991891800	SAMN02843223	1430030956	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX581055	Illumina HiSeq 2000	IRL_Lm_R01	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2014-06-10T00:00:00Z	IRL_Lm_R01	SRP022901	Model organism or animal	male	2010	Ireland	Europe	Ireland: Lough_Money_Farm\,Belfast	IRL_Lm_R01	blood	blood	1
