Organism	BioProject	BioSample	SampleName	Sex	Isolate	Country	Continent	Locality
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04884552	ww_01K05	male	01K/05	Sweden	Europe	Sweden: Tornehamn
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04884553	ww_01K10	male	01K/10	Sweden	Europe	Sweden: Tornehamn
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04881279	ww_01L17	male	01L/17	Sweden	Europe	Sweden:Stordalen
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04881278	ww_01L20	male	01L/20	Sweden	Europe	Sweden:Stordalen
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04884551	ww_01M08	male	01M/08	Sweden	Europe	Sweden: Kaisepakte
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04884554	ww_01O01	male	01O/01	Sweden	Europe	Sweden: Kallax
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04884555	ww_01O04	male	01O/04	Sweden	Europe	Sweden: Kallax
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04884556	ww_01O06	male	01O/06	Sweden	Europe	Sweden: Kallax
Phylloscopus_trochilus_acredula	PRJNA319295	SAMN04881205	ww_01L19	male	01L/19	Sweden	Europe	Sweden:Stordalen
