Organism	BioProject	BioSample	SampleName	Sex	Isolate	Ecotype
Leuciscus_waleckii	PRJNA298374	SAMN04158632	amur ide re-seq	not collected	Dali Nor Lake and Ganggeng Nor Lake	Inner Mongolia
