BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ArrayExpress-SPECIES	Subject_ID	use_species
PRJEB15289	ERR3634112	WGS	302	30338484214	SAMEA6147771	13475605956	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627800	HiSeq X Ten	DN461383W:C2	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'longfin_yellow'	ILLUMINA	2019-11-02T00:00:00Z	e23e25c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	2019-11-01	2019-11-01	2019-11-01	2019-11-01	Astatotilapia ruaha yellow	CICHM16429775	0
