Organism	BioProject	BioSample	SampleName	Sex	Isolate	Country	Continent	Locality
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884558	ww_00G/03	male	00G/03	Sweden	Europe	Sweden: Stensoffa
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884559	ww_00G/04	male	00G/04	Sweden	Europe	Sweden: Stensoffa
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884560	ww_00G/10	male	00G/10	Sweden	Europe	Sweden: Stensoffa
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884643	ww_00J/01	male	00J/01	Sweden	Europe	Sweden: Smedstorp
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884644	ww_01P/02	male	01P/02	Sweden	Europe	Sweden: Barko
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884645	ww_03K/06	male	03K/06	Sweden	Europe	Sweden: Grasmaro
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884561	ww_96A/01	male	96A/01	Sweden	Europe	Sweden: Stensoffa
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884562	ww_96B/07	male	96B/07	Sweden	Europe	Sweden: Kvismaren
Phylloscopus_trochilus_trochilus	PRJNA319295	SAMN04884563	ww_97A/12	male	97A/12	Sweden	Europe	Sweden: Haganas
