BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	Collection_date	use_species
PRJNA477377	SRR7411988	WGS	300	4893783900	SAMN09469393	2231003974	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283480	Illumina HiSeq 4000	Psin_9_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_9	SRP151119	Model organism or animal	male	right pectoral fin	9	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7411989	WGS	300	1371222000	SAMN09469392	635977485	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283479	Illumina HiSeq 4000	Psin_8_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_8	SRP151119	Model organism or animal	male	right pectoral fin	8	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7412017	WGS	300	4220886900	SAMN09469390	1943835677	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283451	Illumina HiSeq 4000	Psin_6_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_6	SRP151119	Model organism or animal	male	right pectoral fin	6	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7412018	WGS	300	2909110500	SAMN09469391	1344382989	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283450	Illumina HiSeq 4000	Psin_7_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_7	SRP151119	Model organism or animal	male	right pectoral fin	7	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7412025	WGS	300	6051300600	SAMN09469386	2733608994	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283443	Illumina HiSeq 4000	Psin_19_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2017_Yuza_Psin_19	SRP151119	Model organism or animal	female	right pectoral fin	19	adult	Yuza_Hatsume_River	2017-05-15	0
PRJNA477377	SRR7412026	WGS	300	3393087600	SAMN09469388	1568207279	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283442	Illumina HiSeq 4000	Psin_2_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_2	SRP151119	Model organism or animal	male	right pectoral fin	2	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7412027	WGS	300	7186356600	SAMN09469397	3227417164	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283441	Illumina HiSeq 4000	Psin_20_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2017_Yuza_Psin_20	SRP151119	Model organism or animal	male	right pectoral fin	20	adult	Yuza_Hatsume_River	2017-05-15	0
PRJNA477377	SRR7412028	WGS	300	6865924800	SAMN09469398	3127576522	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283440	Illumina HiSeq 4000	Psin_21_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2017_Yuza_Psin_21	SRP151119	Model organism or animal	male	right pectoral fin	21	adult	Yuza_Hatsume_River	2017-05-15	0
PRJNA477377	SRR7412029	WGS	300	6408447300	SAMN09469399	2919736194	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283439	Illumina HiSeq 4000	Psin_22_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2017_Yuza_Psin_22	SRP151119	Model organism or animal	male	right pectoral fin	22	adult	Yuza_Hatsume_River	2017-05-15	0
PRJNA477377	SRR7412030	WGS	300	4473498600	SAMN09469378	2079395992	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283438	Illumina HiSeq 4000	Psin_3_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_3	SRP151119	Model organism or animal	female	right pectoral fin	3	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7412031	WGS	300	4264165200	SAMN09469379	1982120447	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283437	Illumina HiSeq 4000	Psin_4_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_4	SRP151119	Model organism or animal	female	right pectoral fin	4	adult	Yuza_Hatsume_River	2016-08-12	0
PRJNA477377	SRR7412032	WGS	300	2454450900	SAMN09469389	1138518933	KIRKPATRICK LAB AT UNIVERSITY OF TEXAS AUSTIN	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4283436	Illumina HiSeq 4000	Psin_5_lib	PAIRED	RANDOM	GENOMIC	Pungitius_sinensis	ILLUMINA	2018-09-01T00:00:00Z	2016_Yuza_Psin_5	SRP151119	Model organism or animal	male	right pectoral fin	5	adult	Yuza_Hatsume_River	2016-08-12	0
