BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA690558	SRR13394240	WGS	302	10304169332	SAMN17251313	3157862030	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813454	Illumina NovaSeq 6000	CYPEXI	PAIRED	RANDOM	GENOMIC	Cyprinodon_eximius	ILLUMINA	2021-01-09T00:00:00Z	CYPEXI	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	CYPEXI	not applicable	not applicable	0
