BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA690558	SRR13394242	WGS	302	7096557570	SAMN17251311	2183574339	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813452	Illumina NovaSeq 6000	CYPALBI	PAIRED	RANDOM	GENOMIC	Cyprinodon_albivelis	ILLUMINA	2021-01-09T00:00:00Z	CYPALBI	SRP301081	Model organism or animal	not collected	muscle	not applicable	not collected	not collected	not applicable	CYPALBI	not applicable	not applicable	0
