BioProject	Run	Assay Type	BioSample	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	ENA_CHECKLIST	use_species
PRJEB10586	ERR993524	WGS	SAMEA3516844	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1073380	Illumina Genome Analyzer II	unspecified	PAIRED	RANDOM	GENOMIC	Stizoptera_bichenovii	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3516844	ERP011851	missing	ERS823993	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-08-28T16:39:44Z	public	ERS823993	BAM	DBF	ERC000011	0
