BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Isolation_source	disease
PRJNA431202	SRR6670200	WGS	250	21377427500	SAMN08465566	10264843885	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646877	Illumina HiSeq 2500	L8329-1_BO15-233_S18	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-233	SRP132168	Model organism or animal	missing	blood	adult	missing	B_rural_2015	Site B:rural_2015	104
PRJNA431202	SRR6670202	WGS	250	20121030750	SAMN08465564	9218787293	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646875	Illumina HiSeq 2500	L8327-1_BO15-231_S15	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-231	SRP132168	Model organism or animal	missing	blood	adult	missing	B_rural_2015	Site B:rural_2015	102
PRJNA431202	SRR6670207	WGS	250	7301257000	SAMN08465562	3672733404	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646870	Illumina HiSeq 2500	L5731-1_BO15-050_S29	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-050	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	100
PRJNA431202	SRR6670209	WGS	250	20042715000	SAMN08465596	9643849872	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646868	Illumina HiSeq 2500	L6458-1_BO15-142_S4	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-142	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2013	Site C1:rural_2013	134
PRJNA431202	SRR6670211	WGS	250	18426191000	SAMN08465594	8588070336	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646866	Illumina HiSeq 2500	L6464-1_BO15-148_S10	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-148	SRP132168	Model organism or animal	male	blood	adult	missing	C1_rural_2013	Site C1:rural_2013	132
PRJNA431202	SRR6670213	WGS	250	17500125000	SAMN08465597	7782554597	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646864	Illumina HiSeq 2500	L6457-1_BO15-141_S3	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-141	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2013	Site C1:rural_2013	135
PRJNA431202	SRR6670215	WGS	200	16648717400	SAMN08465550	10872411915	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646862	Illumina HiSeq 2500	L5749-1_BO15-070_S6	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-070	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	88
PRJNA431202	SRR6670217	WGS	250	8051992000	SAMN08465548	3811445715	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646860	Illumina HiSeq 2500	L5741-1_BO15-061_S23	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-061	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	86
PRJNA431202	SRR6670219	WGS	250	865323500	SAMN08465546	294601364	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646858	Illumina HiSeq 2500	L5737-1_BO15-056_CTTGTA_L006	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-056	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	84
PRJNA431202	SRR6670221	WGS	250	17437361750	SAMN08465544	7477318453	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646856	Illumina HiSeq 2500	L6393-1_BO15-076_S8	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-076	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	82
PRJNA431202	SRR6670226	WGS	250	27623336750	SAMN08465470	9392070407	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646851	Illumina HiSeq 2500	L6446-1_BO15-129_S15	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-129	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	8
PRJNA431202	SRR6670228	WGS	250	16787945000	SAMN08465464	5676201117	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646849	Illumina HiSeq 2500	L6441-1_BO15-124_S8	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-124	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	2
PRJNA431202	SRR6670230	WGS	250	18580905750	SAMN08465466	6246288228	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646847	Illumina HiSeq 2500	L6443-1_BO15-126_S12	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-126	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	4
PRJNA431202	SRR6670232	WGS	250	4707403000	SAMN08465472	2397701652	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646845	Illumina HiSeq 2500	L6447-1_BO15-131_S8	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-131	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	10
PRJNA431202	SRR6670234	WGS	250	21230591750	SAMN08465554	7516457073	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646843	Illumina HiSeq 2500	L5723-1_BO15-041_GAGTGG_L002	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-041	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	92
PRJNA431202	SRR6670237	WGS	250	18289639000	SAMN08465475	6192124030	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646840	Illumina HiSeq 2500	L6450-1_BO15-134_S17	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-134	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	13
PRJNA431202	SRR6670242	WGS	250	20973576500	SAMN08465480	9373737152	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646835	Illumina HiSeq 2500	L6455-1_BO15-139_S1	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-139	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	18
PRJNA431202	SRR6670244	WGS	250	15629012000	SAMN08465482	5432986217	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646833	Illumina HiSeq 2500	L6440-1_BO15-123_S9	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-123	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	20
PRJNA431202	SRR6670247	WGS	250	23927096000	SAMN08465586	11996667636	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646830	Illumina HiSeq 2500	L6489-1_BO15-173_S10	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-173	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	124
PRJNA431202	SRR6670249	WGS	250	24090451500	SAMN08465588	11679767104	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646828	Illumina HiSeq 2500	L6490-1_BO15-174_S11	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-174	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	126
PRJNA431202	SRR6670251	WGS	250	19444332000	SAMN08465590	6783385493	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646826	Illumina HiSeq 2500	L6468-1_BO15-152_S23	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-152	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	128
PRJNA431202	SRR6670253	WGS	250	18753991750	SAMN08465592	8568039920	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646824	Illumina HiSeq 2500	L6459-1_BO15-143_S5	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-143	SRP132168	Model organism or animal	male	blood	adult	missing	C1_rural_2013	Site C1:rural_2013	130
PRJNA431202	SRR6670257	WGS	250	22225793000	SAMN08465557	10035593973	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646820	Illumina HiSeq 2500	L6395-1_BO15-078_S10	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-078	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	95
PRJNA431202	SRR6670259	WGS	250	16494458500	SAMN08465559	5532724324	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646818	Illumina HiSeq 2500	L5728-1_BO15-047_TTAGGC_L003	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-047	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	97
PRJNA431202	SRR6670260	WGS	250	7488917750	SAMN08465560	3725765461	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646817	Illumina HiSeq 2500	L5729-1_BO15-048_S28	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-048	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	98
PRJNA431202	SRR6670240	WGS	250	6158780000	SAMN08465478	2628486939	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646837	Illumina HiSeq 2500	L6453-1_BO15-137_S15	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-137	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	16
PRJNA431202	SRR6670165	WGS	250	20285405750	SAMN08465522	9766494826	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646912	Illumina HiSeq 2500	L6414-1_BO15-097_S5	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-097	SRP132168	Model organism or animal	female	blood	adult	missing	B_urban_2014	Site B:urban_2014	60
PRJNA431202	SRR6670132	WGS	250	16703434750	SAMN08465486	7492734143	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646945	Illumina HiSeq 2500	L6425-1_BO15-108_S22	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-108	SRP132168	Model organism or animal	female	blood	adult	missing	A_urban_2014	Site A:urban_2014	24
PRJNA431202	SRR6670193	WGS	250	4126885750	SAMN08465538	1923195708	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646884	Illumina HiSeq 2500	L5726-1_BO15-045_S22	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-045	SRP132168	Model organism or animal	male	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	76
PRJNA431202	SRR6670199	WGS	250	20568114750	SAMN08465567	9843701775	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646878	Illumina HiSeq 2500	L8330-1_BO15-234_S19	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-234	SRP132168	Model organism or animal	male	blood	adult	missing	B_rural_2015	Site B:rural_2015	105
PRJNA431202	SRR6670206	WGS	250	7816756000	SAMN08465561	3383742327	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646871	Illumina HiSeq 2500	L5730-1_BO15-049_S7	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-049	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	99
PRJNA431202	SRR6670170	WGS	250	13361837500	SAMN08465528	4348716830	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,s3,ncbi	gs.US,s3.us-east-1,ncbi.public	SRX3646907	Illumina HiSeq 2500	L5743-1_BO15-063_GTGAAA_L008	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-063	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	66
PRJNA431202	SRR6670163	WGS	250	23004054750	SAMN08465516	11150111698	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX3646914	Illumina HiSeq 2500	L6415-1_BO15-098_S6	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-098	SRP132168	Model organism or animal	male	blood	adult	missing	B_urban_2014	Site B:urban_2014	54
PRJNA431202	SRR6670166	WGS	250	49638067250	SAMN08465524	17120145700	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646911	Illumina HiSeq 2500	L5736-1_BO15-055_GGCTAC_L006	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-055	SRP132168	Model organism or animal	male	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	62
PRJNA431202	SRR6670224	WGS	250	21594296750	SAMN08465468	7235449018	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646853	Illumina HiSeq 2500	L6439-1_BO15-122_S4	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-122	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	6
