BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Isolation_source	disease
PRJNA431202	SRR6670220	WGS	250	24767483250	SAMN08465545	10934102330	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646857	Illumina HiSeq 2500	L6394-1_BO15-077_S9	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-077	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	83
PRJNA431202	SRR6670222	WGS	200	16638660400	SAMN08465543	10395527736	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646855	Illumina HiSeq 2500	L5734-1_BO15-053_S9	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-053	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	81
PRJNA431202	SRR6670223	WGS	250	19099560500	SAMN08465467	6434881645	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646854	Illumina HiSeq 2500	L6444-1_BO15-127_S11	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-127	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	5
PRJNA431202	SRR6670225	WGS	250	19823399250	SAMN08465469	6601312151	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646852	Illumina HiSeq 2500	L6445-1_BO15-128_S10	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-128	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	7
PRJNA431202	SRR6670227	WGS	250	16771886750	SAMN08465463	5680748546	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646850	Illumina HiSeq 2500	L6438-1_BO15-121_S5	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-121	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	1
PRJNA431202	SRR6670229	WGS	250	24844090750	SAMN08465465	8389546266	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646848	Illumina HiSeq 2500	L6442-1_BO15-125_S7	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-125	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	3
PRJNA431202	SRR6670231	WGS	250	29201753000	SAMN08465471	13793800261	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646846	Illumina HiSeq 2500	L6649-1_BO15-130_S19	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-130	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	9
PRJNA431202	SRR6670233	WGS	250	20448918000	SAMN08465553	9301325125	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646844	Illumina HiSeq 2500	L6396-1_BO15-079_S11	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-079	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	91
PRJNA431202	SRR6670235	WGS	250	24989455750	SAMN08465473	8492992704	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646842	Illumina HiSeq 2500	L6448-1_BO15-132_S13	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-132	SRP132168	Model organism or animal	female	blood	adult	missing	A_rural_2014	Site A:rural_2014	11
PRJNA431202	SRR6670236	WGS	250	21265451500	SAMN08465474	7093125449	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646841	Illumina HiSeq 2500	L6449-1_BO15-133_S16	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-133	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	12
PRJNA431202	SRR6670238	WGS	250	19069928000	SAMN08465476	6469475853	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646839	Illumina HiSeq 2500	L6451-1_BO15-135_S18	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-135	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	14
PRJNA431202	SRR6670239	WGS	250	16923241000	SAMN08465477	5939712994	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646838	Illumina HiSeq 2500	L6452-1_BO15-136_S19	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-136	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	15
PRJNA431202	SRR6670241	WGS	250	8471869250	SAMN08465479	3619088997	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646836	Illumina HiSeq 2500	L6454-1_BO15-138_S16	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-138	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	17
PRJNA431202	SRR6670243	WGS	250	13629004250	SAMN08465481	6051622341	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646834	Illumina HiSeq 2500	L6456-1_BO15-140_S2	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-140	SRP132168	Model organism or animal	male	blood	adult	missing	A_rural_2014	Site A:rural_2014	19
PRJNA431202	SRR6670245	WGS	250	23694536250	SAMN08465584	11403657545	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646832	Illumina HiSeq 2500	L6494-1_BO15-178_S17	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-178	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	122
PRJNA431202	SRR6670246	WGS	250	17072115250	SAMN08465583	8469638320	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646831	Illumina HiSeq 2500	L6495-1_BO15-179_S18	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-179	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	121
PRJNA431202	SRR6670248	WGS	250	20645521000	SAMN08465585	10517458046	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646829	Illumina HiSeq 2500	L6488-1_BO15-172_S9	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-172	SRP132168	Model organism or animal	male	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	123
PRJNA431202	SRR6670250	WGS	250	24240864750	SAMN08465587	11326433961	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646827	Illumina HiSeq 2500	L6492-1_BO15-176_S14	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-176	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	125
PRJNA431202	SRR6670252	WGS	250	22698223500	SAMN08465589	10711482121	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646825	Illumina HiSeq 2500	L6491-1_BO15-175_S13	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-175	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	127
PRJNA431202	SRR6670254	WGS	250	18451896250	SAMN08465591	8776808439	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646823	Illumina HiSeq 2500	L6461-1_BO15-145_S7	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-145	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2013	Site C1:rural_2013	129
PRJNA431202	SRR6670255	WGS	250	22414878250	SAMN08465555	7864684617	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646822	Illumina HiSeq 2500	L5724-1_BO15-042_ACTGAT_L002	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-042	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	93
PRJNA431202	SRR6670256	WGS	250	17419783500	SAMN08465556	7669609824	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646821	Illumina HiSeq 2500	L6386-1_BO15-043_S1	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-043	SRP132168	Model organism or animal	female	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	94
PRJNA431202	SRR6670258	WGS	250	15750832000	SAMN08465558	5308148439	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646819	Illumina HiSeq 2500	L5727-1_BO15-046_CGATGT_L003	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-046	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	96
PRJNA431202	SRR6670125	WGS	250	21687372000	SAMN08465491	10211137565	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646952	Illumina HiSeq 2500	L6430-1_BO15-113_S18	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-113	SRP132168	Model organism or animal	female	blood	adult	missing	A_urban_2014	Site A:urban_2014	29
PRJNA431202	SRR6670126	WGS	250	21779113000	SAMN08465488	9946465333	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646951	Illumina HiSeq 2500	L6427-1_BO15-110_S23	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-110	SRP132168	Model organism or animal	male	blood	adult	missing	A_urban_2014	Site A:urban_2014	26
PRJNA431202	SRR6670128	WGS	250	23078115000	SAMN08465490	11217869495	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646949	Illumina HiSeq 2500	L6429-1_BO15-112_S17	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-112	SRP132168	Model organism or animal	male	blood	adult	missing	A_urban_2014	Site A:urban_2014	28
PRJNA431202	SRR6670130	WGS	250	18851968250	SAMN08465484	8893697930	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646947	Illumina HiSeq 2500	L6423-1_BO15-106_S14	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-106	SRP132168	Model organism or animal	female	blood	adult	missing	A_urban_2014	Site A:urban_2014	22
PRJNA431202	SRR6670134	WGS	250	20841470000	SAMN08465552	9403343280	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646943	Illumina HiSeq 2500	L6397-1_BO15-080_S12	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-080	SRP132168	Model organism or animal	male	blood	adult	missing	C3_urban_2012	Site C3:urban_2012	90
PRJNA431202	SRR6670137	WGS	250	18831911750	SAMN08465502	8754364768	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646940	Illumina HiSeq 2500	L6421-1_BO15-104_S12	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-104	SRP132168	Model organism or animal	male	blood	adult	missing	A_urban_2014	Site A:urban_2014	40
PRJNA431202	SRR6670141	WGS	250	19019989250	SAMN08465498	6431447807	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646936	Illumina HiSeq 2500	L6436-1_BO15-119_S1	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-119	SRP132168	Model organism or animal	female	blood	adult	missing	A_urban_2014	Site A:urban_2014	36
PRJNA431202	SRR6670143	WGS	250	17770557500	SAMN08465496	5980293848	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646934	Illumina HiSeq 2500	L6434-1_BO15-117_S3	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-117	SRP132168	Model organism or animal	female	blood	adult	missing	A_urban_2014	Site A:urban_2014	34
PRJNA431202	SRR6670146	WGS	250	21005809000	SAMN08465512	9279816291	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646931	Illumina HiSeq 2500	L6405-1_BO15-088_S20	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-088	SRP132168	Model organism or animal	male	blood	adult	missing	B_urban_2013	Site B:urban_2013	50
PRJNA431202	SRR6670147	WGS	250	19745059000	SAMN08465511	9036245812	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646930	Illumina HiSeq 2500	L6403-1_BO15-086_S18	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-086	SRP132168	Model organism or animal	male	blood	adult	missing	B_urban_2013	Site B:urban_2013	49
PRJNA431202	SRR6670149	WGS	250	16019811750	SAMN08465505	7069600639	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646928	Illumina HiSeq 2500	L6400-1_BO15-083_S15	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-083	SRP132168	Model organism or animal	female	blood	adult	missing	B_urban_2013	Site B:urban_2013	43
PRJNA431202	SRR6670153	WGS	250	29128241500	SAMN08465509	13213577210	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646924	Illumina HiSeq 2500	L6402-1_BO15-085_S17	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-085	SRP132168	Model organism or animal	female	blood	adult	missing	B_urban_2013	Site B:urban_2013	47
PRJNA431202	SRR6670155	WGS	250	24743275000	SAMN08465507	11125661492	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646922	Illumina HiSeq 2500	L6399-1_BO15-082_S14	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-082	SRP132168	Model organism or animal	male	blood	adult	missing	B_urban_2013	Site B:urban_2013	45
PRJNA431202	SRR6670159	WGS	250	20425390500	SAMN08465520	9582231989	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646918	Illumina HiSeq 2500	L6416-1_BO15-099_S7	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-099	SRP132168	Model organism or animal	male	blood	adult	missing	B_urban_2014	Site B:urban_2014	58
PRJNA431202	SRR6670161	WGS	250	21018868000	SAMN08465514	9281290246	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646916	Illumina HiSeq 2500	L6406-1_BO15-089_S21	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-089	SRP132168	Model organism or animal	male	blood	adult	missing	B_urban_2013	Site B:urban_2013	52
PRJNA431202	SRR6670162	WGS	250	20186864750	SAMN08465515	8917192954	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646915	Illumina HiSeq 2500	L6407-1_BO15-090_S22	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-090	SRP132168	Model organism or animal	female	blood	adult	missing	B_urban_2013	Site B:urban_2013	53
PRJNA431202	SRR6670164	WGS	250	18288923750	SAMN08465521	8332164426	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646913	Illumina HiSeq 2500	L6412-1_BO15-095_S3	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-095	SRP132168	Model organism or animal	female	blood	adult	missing	B_urban_2014	Site B:urban_2014	59
PRJNA431202	SRR6670167	WGS	250	3078155000	SAMN08465523	1016023482	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646910	Illumina HiSeq 2500	L5738-1_BO15-057_AGTCAA_L007	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-057	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	61
PRJNA431202	SRR6670169	WGS	200	15995418800	SAMN08465525	10870614515	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646908	Illumina HiSeq 2500	L5744-1_BO15-064_S1	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-064	SRP132168	Model organism or animal	male	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	63
PRJNA431202	SRR6670173	WGS	250	19869337000	SAMN08465529	8651226932	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646904	Illumina HiSeq 2500	L6387-1_BO15-060_S2	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-060	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	67
PRJNA431202	SRR6670174	WGS	200	11259223800	SAMN08465532	7754365850	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646903	Illumina HiSeq 2500	L5746-1_BO15-066_S3	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-066	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	70
PRJNA431202	SRR6670175	WGS	250	9682580250	SAMN08465531	4098192910	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646902	Illumina HiSeq 2500	L5735-1_BO15-054_S17	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-054	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	69
PRJNA431202	SRR6670176	WGS	250	18342306500	SAMN08465581	8802128520	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646901	Illumina HiSeq 2500	L6493-1_BO15-177_S15	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-177	SRP132168	Model organism or animal	female	blood	adult	missing	C1_rural_2012	Site C1:rural_2012	119
PRJNA431202	SRR6670178	WGS	250	21719555750	SAMN08465573	7617743579	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646899	Illumina HiSeq 2500	L10046-1_BO17-003_S11	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO17-003	SRP132168	Model organism or animal	male	blood	adult	missing	B_rural_2016	Site B:rural_2016	111
PRJNA431202	SRR6670180	WGS	250	19487828000	SAMN08465575	6749639698	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646897	Illumina HiSeq 2500	L10048-1_BO17-005_S13	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO17-005	SRP132168	Model organism or animal	female	blood	adult	missing	B_rural_2016	Site B:rural_2016	113
PRJNA431202	SRR6670182	WGS	250	21550110000	SAMN08465577	7683266953	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646895	Illumina HiSeq 2500	L10050-2_BO17-007_S15	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO17-007	SRP132168	Model organism or animal	female	blood	adult	missing	B_rural_2016	Site B:rural_2016	115
PRJNA431202	SRR6670184	WGS	250	21295859500	SAMN08465579	7499687572	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646893	Illumina HiSeq 2500	L10052-2_BO17-009_S17	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO17-009	SRP132168	Model organism or animal	female	blood	adult	missing	B_rural_2016	Site B:rural_2016	117
PRJNA431202	SRR6670186	WGS	250	29807276750	SAMN08465535	11409289938	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646891	Illumina HiSeq 2500	L5704-1_BO15-022_TTAGGC_L003	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-022	SRP132168	Model organism or animal	male	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	73
PRJNA431202	SRR6670187	WGS	250	13915902000	SAMN08465536	4574848975	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646890	Illumina HiSeq 2500	L5732-1_BO15-051_CAGATC_L005	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-051	SRP132168	Model organism or animal	male	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	74
PRJNA431202	SRR6670189	WGS	250	23593497250	SAMN08465534	10846877080	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646888	Illumina HiSeq 2500	L6390-1_BO15-073_S5	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-073	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	72
PRJNA431202	SRR6670191	WGS	250	1364018500	SAMN08465540	459554259	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646886	Illumina HiSeq 2500	L5739-1_BO15-058_AGTTCC_L007	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-058	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	78
PRJNA431202	SRR6670194	WGS	250	16390195000	SAMN08465541	5352619867	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646883	Illumina HiSeq 2500	L5733-1_BO15-052_ACTTGA_L005	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-052	SRP132168	Model organism or animal	female	blood	adult	missing	C1_urban_2012	Site C1:urban_2012	79
PRJNA431202	SRR6670196	WGS	250	19893748500	SAMN08465570	9165357387	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646881	Illumina HiSeq 2500	L8333-1_BO15-237_S23	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-237	SRP132168	Model organism or animal	female	blood	adult	missing	B_rural_2015	Site B:rural_2015	108
PRJNA431202	SRR6670198	WGS	250	20782370500	SAMN08465568	9723175720	MASSABOB'S SHARED SUBMISSIONS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3646879	Illumina HiSeq 2500	L8331-1_BO15-235_S21	PAIRED	RANDOM	GENOMIC	Athene_cunicularia	ILLUMINA	2018-04-17T00:00:00Z	BO15-235	SRP132168	Model organism or animal	female	blood	adult	missing	B_rural_2015	Site B:rural_2015	106
