Organism	BioProject	BioSample	SampleName	Sex	Strain
Takifugu_flavidus	PRJNA522329	SAMN10928548	F04	not determined	F04
Takifugu_flavidus	PRJNA522329	SAMN10928551	F11	not determined	F11
Takifugu_flavidus	PRJNA522329	SAMN10928550	F10	not determined	F10
Takifugu_flavidus	PRJNA522329	SAMN10928553	F14	not determined	F14
Takifugu_flavidus	PRJNA522329	SAMN10928552	F13	not determined	F13
Takifugu_flavidus	PRJNA522329	SAMN10928555	F17	not determined	F17
Takifugu_flavidus	PRJNA522329	SAMN10928554	F16	not determined	F16
Takifugu_flavidus	PRJNA522329	SAMN10928549	F08	not determined	F08
