BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR715510	WGS	250	16219305500	SAMEA2661259	5583359381	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659432	Illumina HiSeq 2000	11649550	PAIRED	RANDOM	GENOMIC	Cyathochromis_obliquidens	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661259	ERP002088	missing	ERS510473	2015-01-08	2018-11-16	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510473	Cyathochromis obliquidens	Cyathochromis_obliquidens-sc-2016569	ERC000011	0
