Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	COUNTRY	nat-host
SRR1118740	WGS	502	917262432	PRJNA212458	SAMN02585091	477527057	UMIGS	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX433562	Illumina MiSeq	IL100038908	PAIRED	RANDOM	GENOMIC	Rickettsia_hoogstraalii_str._RCCE3	ILLUMINA	2014-01-15T00:00:00Z	PRALE_RCCE3	SRP035428	missing	USA	Corvus capensis
