BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	ArrayExpress-SPECIES	Subject_ID	use_species
PRJEB15289	ERR3634113	WGS	302	23917803852	SAMEA6147772	10385835908	WELLCOME SANGER INSTITUTE	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX3627801	HiSeq X Ten	DN461383W:E2	PAIRED	RANDOM	GENOMIC	Astatotilapia_sp._'ruaha_red_cheek'	ILLUMINA	2019-11-02T00:00:00Z	e254e210-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	2019-11-01	2019-11-01	2019-11-01	2019-11-01	Astatotilapia ruaha yellow	CICHM16429777	0
