Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	sub_species	sample_name	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	External_Id	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Submitter_Id	common_name	lat_lon	collected_by	tissue_type	geographic_location_(region_and_locality)
ERR850024	WGS	200	3786125600	PRJEB9057	SAMEA3334522	2499098421	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930935	Illumina HiSeq 2000	DNA_505	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334522	ERP010115	missing	NA	DNA_505	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334522	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:19Z	public	DNA_505	hooded crow	NA	NA	NA	NA
ERR850025	WGS	200	3780154800	PRJEB9057	SAMEA3334523	2541960377	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930936	Illumina HiSeq 2000	DNA_506	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334523	ERP010115	missing	NA	DNA_506	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334523	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_506	hooded crow	NA	NA	NA	NA
ERR850026	WGS	200	3939216000	PRJEB9057	SAMEA3334566	2664829894	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930937	Illumina HiSeq 2000	DNA_507	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334566	ERP010115	missing	NA	DNA_507	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334566	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:02Z	public	DNA_507	NA	NA	NA	NA	NA
ERR850027	WGS	200	3981969600	PRJEB9057	SAMEA3334567	2702426078	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930938	Illumina HiSeq 2000	DNA_508	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334567	ERP010115	missing	NA	DNA_508	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334567	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_508	NA	NA	NA	NA	NA
ERR850028	WGS	200	3340602800	PRJEB9057	SAMEA3334524	2272361512	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930939	Illumina HiSeq 2000	DNA_509	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334524	ERP010115	missing	NA	DNA_509	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334524	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_509	hooded crow	NA	NA	NA	NA
ERR850029	WGS	200	3377993400	PRJEB9057	SAMEA3334525	2223031816	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930940	Illumina HiSeq 2000	DNA_510	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334525	ERP010115	missing	NA	DNA_510	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334525	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_510	hooded crow	NA	NA	NA	NA
ERR850030	WGS	200	3688013000	PRJEB9057	SAMEA3334526	2491260934	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930941	Illumina HiSeq 2000	DNA_511	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334526	ERP010115	missing	NA	DNA_511	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334526	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_511	hooded crow	NA	NA	NA	NA
ERR850031	WGS	200	3729037000	PRJEB9057	SAMEA3334527	2526400930	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930942	Illumina HiSeq 2000	DNA_512	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334527	ERP010115	missing	NA	DNA_512	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334527	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_512	hooded crow	NA	NA	NA	NA
ERR850032	WGS	200	3835429200	PRJEB9057	SAMEA3334528	2555944533	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930943	Illumina HiSeq 2000	DNA_513	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334528	ERP010115	missing	NA	DNA_513	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334528	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_513	hooded crow	NA	NA	NA	NA
ERR850033	WGS	200	3836537800	PRJEB9057	SAMEA3334529	2602153973	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930944	Illumina HiSeq 2000	DNA_514	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334529	ERP010115	missing	NA	DNA_514	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334529	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_514	hooded crow	NA	NA	NA	NA
ERR850034	WGS	200	3004454400	PRJEB9057	SAMEA3334530	2039893041	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930945	Illumina HiSeq 2000	DNA_515	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334530	ERP010115	missing	NA	DNA_515	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334530	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_515	hooded crow	NA	NA	NA	NA
ERR850035	WGS	200	3036474600	PRJEB9057	SAMEA3334531	1994398545	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930946	Illumina HiSeq 2000	DNA_516	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334531	ERP010115	missing	NA	DNA_516	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334531	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_516	hooded crow	NA	NA	NA	NA
ERR850036	WGS	200	5328204200	PRJEB9057	SAMEA3334532	3603489853	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930947	Illumina HiSeq 2000	DNA_517	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334532	ERP010115	missing	NA	DNA_517	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334532	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_517	hooded crow	NA	NA	NA	NA
ERR850037	WGS	200	5387716000	PRJEB9057	SAMEA3334533	3654702118	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930948	Illumina HiSeq 2000	DNA_518	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334533	ERP010115	missing	NA	DNA_518	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334533	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_518	hooded crow	NA	NA	NA	NA
ERR850038	WGS	200	3555425600	PRJEB9057	SAMEA3334534	2349155721	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930949	Illumina HiSeq 2000	DNA_519	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334534	ERP010115	missing	NA	DNA_519	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334534	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_519	hooded crow	NA	NA	NA	NA
ERR850039	WGS	200	3550846200	PRJEB9057	SAMEA3334535	2390691822	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930950	Illumina HiSeq 2000	DNA_520	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334535	ERP010115	missing	NA	DNA_520	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334535	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_520	hooded crow	NA	NA	NA	NA
ERR850042	WGS	200	3361522600	PRJEB9057	SAMEA3334568	2271024580	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930953	Illumina HiSeq 2000	DNA_523	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334568	ERP010115	missing	NA	DNA_523	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334568	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_523	NA	NA	NA	NA	NA
ERR850043	WGS	200	3404136200	PRJEB9057	SAMEA3334569	2305854130	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930954	Illumina HiSeq 2000	DNA_524	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334569	ERP010115	missing	NA	DNA_524	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334569	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:02Z	public	DNA_524	NA	NA	NA	NA	NA
ERR850044	WGS	200	3029587200	PRJEB9057	SAMEA3334536	2052899469	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930955	Illumina HiSeq 2000	DNA_525	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334536	ERP010115	missing	NA	DNA_525	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334536	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_525	hooded crow	NA	NA	NA	NA
ERR850045	WGS	200	3063994000	PRJEB9057	SAMEA3334537	2006987757	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930956	Illumina HiSeq 2000	DNA_526	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334537	ERP010115	missing	NA	DNA_526	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334537	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_526	hooded crow	NA	NA	NA	NA
ERR850046	WGS	200	3055843600	PRJEB9057	SAMEA3334538	2015533788	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930957	Illumina HiSeq 2000	DNA_527	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334538	ERP010115	missing	NA	DNA_527	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334538	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_527	hooded crow	NA	NA	NA	NA
ERR850047	WGS	200	3048749200	PRJEB9057	SAMEA3334539	2050887469	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930958	Illumina HiSeq 2000	DNA_528	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334539	ERP010115	missing	NA	DNA_528	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334539	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_528	hooded crow	NA	NA	NA	NA
ERR850048	WGS	200	4283647600	PRJEB9057	SAMEA3334540	2905763613	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930959	Illumina HiSeq 2000	DNA_529	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334540	ERP010115	missing	NA	DNA_529	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334540	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_529	hooded crow	NA	NA	NA	NA
ERR850049	WGS	200	4321637200	PRJEB9057	SAMEA3334541	2940121589	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930960	Illumina HiSeq 2000	DNA_530	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334541	ERP010115	missing	NA	DNA_530	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334541	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_530	hooded crow	NA	NA	NA	NA
ERR850050	WGS	200	3624537600	PRJEB9057	SAMEA3334542	2384874958	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930961	Illumina HiSeq 2000	DNA_531	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334542	ERP010115	missing	NA	DNA_531	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334542	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_531	hooded crow	NA	NA	NA	NA
ERR850051	WGS	200	3619861600	PRJEB9057	SAMEA3334543	2427538855	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930962	Illumina HiSeq 2000	DNA_532	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334543	ERP010115	missing	NA	DNA_532	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334543	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_532	hooded crow	NA	NA	NA	NA
ERR850052	WGS	200	3669218800	PRJEB9057	SAMEA3334582	2493190088	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930963	Illumina HiSeq 2000	DNA_533	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334582	ERP010115	missing	NA	DNA_533	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334582	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_533	rook	NA	NA	NA	NA
ERR850053	WGS	200	3721334400	PRJEB9057	SAMEA3334583	2443584897	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930964	Illumina HiSeq 2000	DNA_534	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334583	ERP010115	missing	NA	DNA_534	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334583	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_534	rook	NA	NA	NA	NA
ERR850054	WGS	200	3883872400	PRJEB9057	SAMEA3334544	2574492912	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930965	Illumina HiSeq 2000	DNA_535	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334544	ERP010115	missing	NA	DNA_535	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334544	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_535	hooded crow	NA	NA	NA	NA
ERR850055	WGS	200	3884789400	PRJEB9057	SAMEA3334545	2622306844	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930966	Illumina HiSeq 2000	DNA_536	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334545	ERP010115	missing	NA	DNA_536	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334545	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_536	hooded crow	NA	NA	NA	NA
ERR850056	WGS	200	3723918000	PRJEB9057	SAMEA3334570	2556447189	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930967	Illumina HiSeq 2000	DNA_537	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334570	ERP010115	missing	NA	DNA_537	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334570	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:02Z	public	DNA_537	NA	NA	NA	NA	NA
ERR850057	WGS	200	3762895800	PRJEB9057	SAMEA3334571	2589815639	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930968	Illumina HiSeq 2000	DNA_538	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334571	ERP010115	missing	NA	DNA_538	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334571	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:18:44Z	public	DNA_538	NA	NA	NA	NA	NA
ERR850058	WGS	200	3870946400	PRJEB9057	SAMEA3334546	2624721587	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930969	Illumina HiSeq 2000	DNA_539	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334546	ERP010115	missing	NA	DNA_539	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334546	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_539	hooded crow	NA	NA	NA	NA
ERR850059	WGS	200	3918837400	PRJEB9057	SAMEA3334547	2665014946	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930970	Illumina HiSeq 2000	DNA_540	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334547	ERP010115	missing	NA	DNA_540	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334547	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_540	hooded crow	NA	NA	NA	NA
ERR850060	WGS	200	3480695000	PRJEB9057	SAMEA3334548	2364478379	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930971	Illumina HiSeq 2000	DNA_541	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334548	ERP010115	missing	NA	DNA_541	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334548	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_541	hooded crow	NA	NA	NA	NA
ERR850061	WGS	200	3521705600	PRJEB9057	SAMEA3334549	2313838925	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930972	Illumina HiSeq 2000	DNA_542	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334549	ERP010115	missing	NA	DNA_542	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334549	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_542	hooded crow	NA	NA	NA	NA
ERR850062	WGS	200	2461171200	PRJEB9057	SAMEA3334550	1629314214	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930973	Illumina HiSeq 2000	DNA_543	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334550	ERP010115	missing	NA	DNA_543	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334550	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_543	hooded crow	NA	NA	NA	NA
ERR850063	WGS	200	2463560200	PRJEB9057	SAMEA3334551	1661551187	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930974	Illumina HiSeq 2000	DNA_544	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334551	ERP010115	missing	NA	DNA_544	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334551	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_544	hooded crow	NA	NA	NA	NA
ERR850064	WGS	200	2672620600	PRJEB9057	SAMEA3334552	1827744918	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930975	Illumina HiSeq 2000	DNA_545	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334552	ERP010115	missing	NA	DNA_545	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334552	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_545	hooded crow	NA	NA	NA	NA
ERR850065	WGS	200	2702291600	PRJEB9057	SAMEA3334553	1789713361	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930976	Illumina HiSeq 2000	DNA_546	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334553	ERP010115	missing	NA	DNA_546	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334553	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_546	hooded crow	NA	NA	NA	NA
