Organism	BioProject	BioSample	SampleName	Sex	Isolate	Country	Continent	Locality	Ecotype
Anguilla_anguilla	PRJNA668259	SAMN16492785	ATU10	missing	ATU10	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492782	AST7	missing	AST7	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492631	AMAR14	missing	AMAR14	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492779	AST4	missing	AST4	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492777	AST30	missing	AST30	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492764	AST19	missing	AST19	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492761	AST16	missing	AST16	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492751	ASRI6	missing	ASRI6	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492748	ASRI3	missing	ASRI3	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492741	ASRI25	missing	ASRI25	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492740	ASRI24	missing	ASRI24	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492727	ASRI12	missing	ASRI12	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492623	ALI6	missing	ALI6	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492723	APM8	missing	APM8	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492709	APM41	missing	APM41	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492672	AMAR5	missing	AMAR5	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492669	AMAR49	missing	AMAR49	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492656	AMAR37	missing	AMAR37	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492651	AMAR32	missing	AMAR32	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492639	AMAR21	missing	AMAR21	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492635	AMAR18	missing	AMAR18	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492633	AMAR16	missing	AMAR16	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492607	ALI38	missing	ALI38	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492629	AMAR12	missing	AMAR12	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492628	AMAR11	missing	AMAR11	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492627	AMAR10	missing	AMAR10	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492622	ALI5	missing	ALI5	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492582	ALI13	missing	ALI13	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492575	AI147	missing	AI147	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492569	AI141	missing	AI141	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492797	ATU22	missing	ATU22	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492451	AAF7	missing	AAF7	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492771	AST25	missing	AST25	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492767	AST21	missing	AST21	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492760	AST15	missing	AST15	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492753	ASRI8	missing	ASRI8	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492750	ASRI5	missing	ASRI5	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492734	ASRI19	missing	ASRI19	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492724	APM9	missing	APM9	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492885	SMS42	missing	SMS42	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492878	SMS36	missing	SMS36	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492712	APM44	missing	APM44	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492877	SMS35	missing	SMS35	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492876	SMS34	missing	SMS34	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492872	SMS30	missing	SMS30	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492848	ATU6	missing	ATU6	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492825	ATU49	missing	ATU49	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492823	ATU47	missing	ATU47	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492817	ATU41	missing	ATU41	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492813	ATU38	missing	ATU38	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492787	ATU12	missing	ATU12	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492694	APM27	missing	APM27	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492775	AST29	missing	AST29	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492773	AST27	missing	AST27	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492565	AI137	missing	AI137	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492561	AI133	missing	AI133	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492560	AI132	missing	AI132	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492605	ALI36	missing	ALI36	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492442	AAF45	missing	AAF45	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492557	AI129	missing	AI129	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492541	AI113	missing	AI113	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492528	AES7	missing	AES7	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492512	AES19	missing	AES19	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492509	AES16	missing	AES16	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492505	AES12	missing	AES12	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492595	ALI26	missing	ALI26	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492440	AAF43	missing	AAF43	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492439	AAF42	missing	AAF42	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492589	ALI20	missing	ALI20	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492434	AAF38	missing	AAF38	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492422	AAF26	missing	AAF26	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492421	AAF25	missing	AAF25	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492756	AST11	missing	AST11	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492765	AST1	missing	AST1	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492747	ASRI30	missing	ASRI30	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492743	ASRI27	missing	ASRI27	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492742	ASRI26	missing	ASRI26	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492690	APM23	missing	APM23	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492739	ASRI23	missing	ASRI23	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492733	ASRI18	missing	ASRI18	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492726	ASRI11	missing	ASRI11	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492722	APM7	missing	APM7	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492719	APM50	missing	APM50	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492716	APM48	missing	APM48	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492705	APM38	missing	APM38	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492699	APM32	missing	APM32	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492686	APM19	missing	APM19	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492688	APM21	missing	APM21	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492680	APM13	missing	APM13	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492667	AMAR47	missing	AMAR47	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492653	AMAR34	missing	AMAR34	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492646	AMAR28	missing	AMAR28	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492644	AMAR26	missing	AMAR26	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492634	AMAR17	missing	AMAR17	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492630	AMAR13	missing	AMAR13	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492626	ALI9	missing	ALI9	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492618	ALI48	missing	ALI48	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492614	ALI44	missing	ALI44	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492684	APM17	missing	APM17	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492606	ALI37	missing	ALI37	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492880	SMS38	missing	SMS38	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492873	SMS31	missing	SMS31	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492882	SMS3	missing	SMS3	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492863	SMS21	missing	SMS21	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492852	SMS10	missing	SMS10	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492585	ALI16	missing	ALI16	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492849	ATU7	missing	ATU7	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492836	ATU59	missing	ATU59	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492818	ATU42	missing	ATU42	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492811	ATU36	missing	ATU36	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492810	ATU35	missing	ATU35	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492798	ATU23	missing	ATU23	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492780	AST5	missing	AST5	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492583	ALI14	missing	ALI14	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492766	AST20	missing	AST20	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492776	AST2	missing	AST2	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492763	AST18	missing	AST18	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492758	AST13	missing	AST13	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492736	ASRI20	missing	ASRI20	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492732	ASRI17	missing	ASRI17	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492735	ASRI1	missing	ASRI1	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492721	APM6	missing	APM6	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492715	APM47	missing	APM47	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492714	APM46	missing	APM46	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492550	AI122	missing	AI122	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492711	APM43	missing	APM43	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492718	APM4	missing	APM4	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492697	APM30	missing	APM30	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492696	APM29	missing	APM29	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492596	ALI27	missing	ALI27	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492431	AAF35	missing	AAF35	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492412	AAF16	missing	AAF16	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492603	ALI34	missing	ALI34	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492599	ALI30	missing	ALI30	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492594	ALI25	missing	ALI25	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492590	ALI21	missing	ALI21	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492570	AI142	missing	AI142	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492562	AI134	missing	AI134	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492556	AI128	missing	AI128	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492555	AI127	missing	AI127	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492679	APM12	missing	APM12	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492546	AI118	missing	AI118	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492542	AI114	missing	AI114	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492536	AI108	missing	AI108	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492526	AES5	missing	AES5	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492664	AMAR44	missing	AMAR44	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492450	AAF6	missing	AAF6	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492448	AAF50	missing	AAF50	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492415	AAF19	missing	AAF19	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492408	AAF12	missing	AAF12	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492407	AAF11	missing	AAF11	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492896	SMS6	missing	SMS6	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492895	SMS5	missing	SMS5	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492662	AMAR42	missing	AMAR42	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492890	SMS47	missing	SMS47	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492695	APM28	missing	APM28	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492685	APM18	missing	APM18	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492681	APM14	missing	APM14	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492666	AMAR46	missing	AMAR46	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492663	AMAR43	missing	AMAR43	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492549	AI121	missing	AI121	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492657	AMAR38	missing	AMAR38	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492624	ALI7	missing	ALI7	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492619	ALI49	missing	ALI49	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492616	ALI46	missing	ALI46	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492611	ALI41	missing	ALI41	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492600	ALI31	missing	ALI31	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492577	AI149	missing	AI149	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492548	AI120	missing	AI120	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492567	AI139	missing	AI139	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492559	AI131	missing	AI131	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492551	AI123	missing	AI123	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492547	AI119	missing	AI119	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492540	AI112	missing	AI112	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492539	AI111	missing	AI111	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492531	AI103	missing	AI103	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492525	AES4	missing	AES4	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492522	AES29	missing	AES29	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492517	AES24	missing	AES24	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492544	AI116	missing	AI116	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492515	AES22	missing	AES22	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492423	AAF27	missing	AAF27	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492419	AAF23	missing	AAF23	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492406	AAF10	missing	AAF10	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492755	AST10	missing	AST10	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492612	ALI42	missing	ALI42	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492520	AES27	missing	AES27	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492586	ALI17	missing	ALI17	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492420	AAF24	missing	AAF24	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492706	APM39	missing	APM39	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492503	AES10	missing	AES10	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492762	AST17	missing	AST17	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492508	AES15	missing	AES15	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492842	ATU64	missing	ATU64	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492788	ATU13	missing	ATU13	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492523	AES30	missing	AES30	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492861	SMS19	missing	SMS19	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492792	ATU17	missing	ATU17	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492749	ASRI4	missing	ASRI4	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492576	AI148	missing	AI148	Ireland	Europe	Ireland:River Erne	AI
Anguilla_anguilla	PRJNA668259	SAMN16492851	ATU9	missing	ATU9	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492824	ATU48	missing	ATU48	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492591	ALI22	missing	ALI22	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492846	ATU68	missing	ATU68	Tunisia	Africa	Tunisia:Oued Medjerda	ATU
Anguilla_anguilla	PRJNA668259	SAMN16492514	AES21	missing	AES21	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492604	ALI35	missing	ALI35	Lithuania	Europe	Lithuania:Curonian Lagoon	ALI
Anguilla_anguilla	PRJNA668259	SAMN16492730	ASRI15	missing	ASRI15	Sweden	Europe	Sweden:Ringhals	ASRI
Anguilla_anguilla	PRJNA668259	SAMN16492897	SMS7	missing	SMS7	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492888	SMS45	missing	SMS45	Sweden	Europe	Sweden:Motala strom	SMS
Anguilla_anguilla	PRJNA668259	SAMN16492783	AST8	missing	AST8	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492430	AAF34	missing	AAF34	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492427	AAF31	missing	AAF31	France	Europe	France:Arzal	AAF
Anguilla_anguilla	PRJNA668259	SAMN16492770	AST24	missing	AST24	Sweden	Europe	Sweden:Stromsan	AST
Anguilla_anguilla	PRJNA668259	SAMN16492683	APM16	missing	APM16	Portugal	Europe	Portugal:Mira river	APM
Anguilla_anguilla	PRJNA668259	SAMN16492645	AMAR27	missing	AMAR27	Morocco	Africa	Morocco:Oued Sebou	AMAR
Anguilla_anguilla	PRJNA668259	SAMN16492518	AES25	missing	AES25	United Kingdom	Europe	United Kingdom: Severn river	AES
Anguilla_anguilla	PRJNA668259	SAMN16492745	ASRI29	missing	ASRI29	Sweden	Europe	Sweden:Ringhals	ASRI
