BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR271651	WGS	200	5251306000	SAMEA1877429	3661242414	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245878	Illumina HiSeq 2000	6526386	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877429	ERP002088	ERS198955	2013-05-07	2018-11-16	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198955	Alticorpus	Alticorpus_macrocleithrum-sc-2012-12-14T14:26:31Z-1512696	NA	0
PRJEB1254	ERR271659	WGS	200	5238169200	SAMEA1877429	3577780017	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245886	Illumina HiSeq 2000	6526386	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877429	ERP002088	ERS198955	2013-05-07	2018-11-16	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198955	Alticorpus	Alticorpus_macrocleithrum-sc-2012-12-14T14:26:31Z-1512696	NA	0
PRJEB1254	ERR266498	WGS	200	5152679800	SAMEA1877429	3512852050	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240994	Illumina HiSeq 2000	6526386	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877429	ERP002088	ERS198955	2013-04-29	2018-11-16	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198955	Alticorpus	Alticorpus_macrocleithrum-sc-2012-12-14T14:26:31Z-1512696	NA	0
PRJEB1254	ERR715509	WGS	250	17023963500	SAMEA2661258	5805660029	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659431	Illumina HiSeq 2000	11649633	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661258	ERP002088	ERS510472	2015-01-08	2018-11-16	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510472	Alticorpus	Alticorpus_peterdaviesi-sc-2016568	ERC000011	0
