BioSample,refGenome,Organism,lat,long
SAMN06619711,GCA_001700915.1,Passer_hispaniolensis,41.85856628417969,15.450833320617676
SAMN06619712,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619713,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619714,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619715,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619716,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619717,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619718,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619719,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619720,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619721,GCA_001700915.1,Passer_italiae,41.91340255737305,14.913888931274414
SAMN06619722,GCA_001700915.1,Passer_montanus,37.81914138793945,15.270000457763672
SAMN07162950,GCA_000180675.1,Gasterosteus_aculeatus,49.73319625854492,-124.02439880371094
SAMN07162951,GCA_000180675.1,Gasterosteus_aculeatus,48.77323532104492,-125.09660339355469
SAMN07162952,GCA_000180675.1,Gasterosteus_aculeatus,49.741764068603516,-123.91510009765625
SAMN07162953,GCA_000180675.1,Gasterosteus_aculeatus,48.87411117553711,-123.50900268554688
SAMN07162954,GCA_000180675.1,Gasterosteus_aculeatus,50.204811096191406,-125.5656967163086
SAMN07162955,GCA_000180675.1,Gasterosteus_aculeatus,49.696083068847656,-124.50650024414062
SAMN07162956,GCA_000180675.1,Gasterosteus_aculeatus,49.15266799926758,-123.82820129394531
SAMN07162957,GCA_000180675.1,Gasterosteus_aculeatus,49.73944091796875,-124.5863037109375
SAMN07162958,GCA_000180675.1,Gasterosteus_aculeatus,49.73008728027344,-123.96859741210938
SAMN07162959,GCA_000180675.1,Gasterosteus_aculeatus,49.74827575683594,-123.97029876708984
SAMN07162960,GCA_000180675.1,Gasterosteus_aculeatus,50.18025588989258,-125.52580261230469
SAMN07162961,GCA_000180675.1,Gasterosteus_aculeatus,48.83833694458008,-125.02899932861328
SAMN07162962,GCA_000180675.1,Gasterosteus_aculeatus,49.61354446411133,-124.02290344238281
SAMN07162963,GCA_000180675.1,Gasterosteus_aculeatus,48.830345153808594,-124.9926986694336
SAMN07162964,GCA_000180675.1,Gasterosteus_aculeatus,48.7818603515625,-123.44409942626953
SAMN07162965,GCA_000180675.1,Gasterosteus_aculeatus,50.25637435913086,-124.92330169677734
SAMN07162966,GCA_000180675.1,Gasterosteus_aculeatus,49.50843048095703,-123.8760986328125
SAMN07162967,GCA_000180675.1,Gasterosteus_aculeatus,48.82487487792969,-125.13629913330078
SAMN07162968,GCA_000180675.1,Gasterosteus_aculeatus,49.01498031616211,-122.77249908447266
SAMN07162969,GCA_000180675.1,Gasterosteus_aculeatus,49.612098693847656,-124.05999755859375
SAMN07162970,GCA_000180675.1,Gasterosteus_aculeatus,49.17516326904297,-122.59429931640625
SAMN07162971,GCA_000180675.1,Gasterosteus_aculeatus,50.373634338378906,-125.92949676513672
SAMN07162972,GCA_000180675.1,Gasterosteus_aculeatus,49.19154357910156,-122.65570068359375
SAMN07637257,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637258,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637261,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637262,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637263,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637264,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637265,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637266,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637267,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637268,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637269,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637270,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637271,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637272,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637273,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637274,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637276,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637277,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637278,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637279,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637280,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637281,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637282,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637283,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637284,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637285,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637286,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637287,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637288,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637289,GCA_002372975.2,Strix_occidentalis_caurina,NA,NA
SAMN07637290,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637291,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637294,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637295,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637306,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637307,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637312,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637313,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637314,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637315,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637316,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637317,GCA_002372975.2,Strix_varia,NA,NA
SAMN07637318,GCA_002372975.2,Strix_varia,NA,NA
SAMN08177143,GCA_007927625.1,Coilia_nasus,NA,NA
SAMN08365896,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365897,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365898,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365899,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365900,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365901,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365902,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365903,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365904,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365905,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365906,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365907,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365908,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365909,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365910,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365911,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365912,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365913,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365914,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365915,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365916,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365917,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365918,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365919,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365920,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365921,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365922,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365923,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365924,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365925,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365926,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365927,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365928,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365929,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365930,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365931,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365932,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365933,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365934,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365935,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365936,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365937,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365938,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365939,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365940,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365941,GCA_002895965.2,Coryphaenoides_rupestris,56.23466491699219,-9.25683307647705
SAMN08365942,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365943,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365944,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365945,GCA_002895965.2,Coryphaenoides_rupestris,56.292667388916016,-9.881166458129883
SAMN08365946,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365947,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365948,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365949,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365950,GCA_002895965.2,Coryphaenoides_rupestris,56.297000885009766,-9.633166313171387
SAMN08365951,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365952,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365953,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365954,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08365955,GCA_002895965.2,Coryphaenoides_rupestris,56.2061653137207,-9.38266658782959
SAMN08465463,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465464,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465465,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465466,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465467,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465468,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465469,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465470,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465471,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465472,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465473,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465474,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465475,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465476,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465477,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465478,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465479,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465480,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465481,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465482,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465483,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465484,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465485,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465486,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465487,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465488,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465489,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465490,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465491,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465492,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465493,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465494,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465495,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465496,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465497,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465498,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465499,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465500,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465501,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465502,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465503,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465504,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465505,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465506,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465507,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465508,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465509,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465510,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465511,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465512,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465513,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465514,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465515,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465516,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465517,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465518,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465519,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465520,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465521,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465522,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465523,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465524,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465525,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465526,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465527,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465528,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465529,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465530,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465531,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465532,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465533,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465534,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465535,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465536,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465537,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465538,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465539,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465540,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465541,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465542,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465543,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465544,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465545,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465546,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465547,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465548,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465549,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465550,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465551,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465552,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465553,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465554,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465555,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465556,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465557,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465558,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465559,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465560,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465561,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465562,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465563,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465564,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465565,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465566,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465567,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465568,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465569,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465570,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465571,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465572,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465573,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465574,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465575,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465576,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465577,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465578,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465579,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465580,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465581,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465582,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465583,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465584,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465585,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465586,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465587,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465588,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465589,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465590,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465591,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465592,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465593,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465594,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465595,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465596,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465597,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465598,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08465599,GCA_003259725.1,Athene_cunicularia,NA,NA
SAMN08888528,GCF_001577835.2,Phasianus_colchicus,NA,NA
SAMN08892734,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892735,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892736,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892737,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892738,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892739,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892740,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892741,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892742,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08892743,GCF_001577835.2,Coturnix_japonica,NA,NA
SAMN08952544,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952545,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952546,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952547,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952548,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952549,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952550,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952551,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952552,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952553,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952554,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952555,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952556,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952557,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952558,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952559,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952560,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952561,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952562,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952563,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952564,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952565,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952566,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952567,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952568,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952569,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952570,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952571,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952572,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952573,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952574,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952575,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952576,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952577,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952578,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952579,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952580,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952581,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952582,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN08952583,GCF_015476345.1,Anas_platyrhynchos,NA,NA
SAMN09245582,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245583,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245584,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245585,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245586,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245587,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245588,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245589,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245590,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245591,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245592,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245593,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245594,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245595,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245596,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245597,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245598,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245599,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245600,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245601,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245602,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245603,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245604,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09245605,GCA_000689215.1,Dicentrarchus_labrax,NA,NA
SAMN09425179,GCA_003426825.1,Eopsaltria_australis,-36.792999267578125,143.41200256347656
SAMN09469348,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469349,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469350,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469351,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469352,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469353,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469354,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469355,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469356,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469357,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469358,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469359,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469360,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469361,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469362,GCF_902500615.1,Pungitius_pungitius,NA,NA
SAMN09469363,GCF_902500615.1,Pungitius_pungitius,NA,NA
