BioSample,refGenome,Organism,lat,long
SAMEA6815679,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815680,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815681,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815682,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815683,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815684,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815685,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815686,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815687,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815688,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815689,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815690,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815691,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815692,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815693,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815694,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815695,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815696,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815697,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815698,GCA_013435755.1,Amphilophus_chancho,NA,NA
SAMEA6815699,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815700,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815701,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815702,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815703,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815704,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815705,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815706,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815707,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815708,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815709,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815710,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815711,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815712,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815713,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815714,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815715,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815716,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815717,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815718,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815719,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815720,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815721,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815722,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815723,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815724,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815725,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815726,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815727,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815728,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815729,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815730,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815731,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815732,GCA_013435755.1,Amphilophus_flaveolus,NA,NA
SAMEA6815733,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815734,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815735,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815736,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815737,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815738,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815739,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815740,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815741,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815742,GCA_013435755.1,Amphilophus_globosus,NA,NA
SAMEA6815743,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815744,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815745,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815746,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815747,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815748,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815749,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815750,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815751,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815752,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815753,GCA_013435755.1,Amphilophus_supercilius,NA,NA
SAMEA6815754,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815755,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815756,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815757,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815758,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815759,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815760,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815761,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815762,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815763,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815764,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815765,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815766,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815767,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815768,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815769,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815770,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815771,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815772,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815773,GCA_013435755.1,Amphilophus_zaliosus,NA,NA
SAMEA6815774,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815775,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815776,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815777,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815778,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815779,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815780,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815781,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815782,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815783,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815784,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815785,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815786,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815787,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815788,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815789,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815790,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815791,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815792,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815793,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815794,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815795,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815796,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815797,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815798,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815799,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815800,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815801,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815802,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815803,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815804,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815805,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815806,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815807,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815808,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815809,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815810,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815811,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815812,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815813,GCA_013435755.1,Amphilophus_tolteca,NA,NA
SAMEA6815814,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815815,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815816,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815817,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815818,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815819,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815820,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815821,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815822,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815823,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815824,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815825,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815826,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815827,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815828,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815829,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815830,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815831,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815832,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815833,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815834,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815835,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815836,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815837,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815838,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815839,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815840,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815841,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815842,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815843,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815844,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815845,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815846,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815847,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815848,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815849,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815850,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815851,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815852,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815853,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815854,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815855,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815856,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815857,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815858,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815859,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815860,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815861,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815862,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815863,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815864,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815865,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815866,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815867,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815868,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815869,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815870,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815871,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815872,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815873,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815874,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815875,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815876,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815877,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815878,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815879,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815880,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815881,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815882,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815883,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815884,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815885,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815886,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815887,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815888,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815889,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815890,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815891,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815892,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815893,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815894,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815895,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815896,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815897,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815898,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815899,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815900,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815901,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815902,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815903,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815904,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815905,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815906,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815907,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815908,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815909,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815910,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815911,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815912,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815913,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815914,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815915,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815916,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815917,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815918,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815919,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815920,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815921,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815922,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815923,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815924,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815925,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815926,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815927,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815928,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815929,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815930,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815931,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815932,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815933,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815934,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815935,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815936,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815937,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815938,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815939,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815940,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815941,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815942,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815943,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815944,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815945,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815946,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815947,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815948,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815949,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815950,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815951,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815952,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815953,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815954,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815955,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815956,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815957,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815958,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815959,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815960,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815961,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815962,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815963,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815964,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815965,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815966,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815967,GCA_013435755.1,Amphilophus_citrinellus,NA,NA
SAMEA6815968,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815969,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815970,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815971,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815972,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815973,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815974,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815975,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815976,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815977,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815978,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815979,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815980,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815981,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815982,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815983,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815984,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815985,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815986,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815987,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815988,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815989,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815990,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815991,GCA_013435755.1,Amphilophus_labiatus,NA,NA
SAMEA6815992,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815993,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815994,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815995,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815996,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815997,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815998,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6815999,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816000,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816001,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816002,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816003,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816004,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816005,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816006,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816007,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816008,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816009,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816010,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816011,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816012,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816013,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816014,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816015,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816016,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816017,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816018,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816019,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816020,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816021,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816022,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816023,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816024,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816025,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816026,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816027,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816028,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816029,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816030,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816031,GCA_013435755.1,Amphilophus_amarillo,NA,NA
SAMEA6816033,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816034,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816035,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816036,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816037,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816038,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816039,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816040,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816041,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816042,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816043,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816044,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816045,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816046,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816047,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816048,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816049,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816050,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816051,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816052,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816053,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816054,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816055,GCA_013435755.1,Amphilophus_sagittae,NA,NA
SAMEA6816056,GCA_013435755.1,Amphilophus_spp,NA,NA
SAMEA6816057,GCA_013435755.1,Amphilophus_viridis,NA,NA
SAMEA6816058,GCA_013435755.1,Amphilophus_viridis,NA,NA
SAMEA6816059,GCA_013435755.1,Amphilophus_viridis,NA,NA
SAMEA6816060,GCA_013435755.1,Amphilophus_viridis,NA,NA
SAMEA6816061,GCA_013435755.1,Amphilophus_viridis,NA,NA
SAMEA6816062,GCA_013435755.1,Amphilophus_viridis,NA,NA
